variant_id,variant_name,id,difficulty,question,gold_sql,generated_sql,ex,elapsed_s,error,session_id,agent_result_source,gold_row_count,predicted_row_count,gold_rows_sample,predicted_rows_sample,comparison_details,critical_rule,workflow_success,semantic_plan,semantic_validation,semantic_error,semantic_repair,repair_attempts,llamaindex_mode,llamaindex_retrieval_mode,llamaindex_selected_tables,sql_generation_source,latency_by_component,flags,prompt_tokens,completion_tokens,total_tokens,total_cost_usd
V0,full_pipeline,GT001,easy,Quantas internações foram registradas no total?,SELECT COUNT(*) AS total_internacoes FROM internacoes;,SELECT COUNT(*) AS total FROM internacoes;,True,13.45,,ablation_20260516T210857_d3789f4e_V0_GT001,results,1,1,[[183877219]],[[183877219]],"{""gt_size"": 1, ""pred_size"": 1, ""normalized_match"": true}",,True,"{""intent"": ""count"", ""base_grain"": ""internacao"", ""metrics"": [{""name"": ""total"", ""expression_type"": ""count"", ""required_filters"": []}], ""dimensions"": [], ""filters"": [], ""answer_shape"": {""row_grain"": ""single_scalar"", ""top_n_scope"": ""none"", ""required_dimensions"": [], ""partition_dimensions"": [], ""ranked_dimensions"": [], ""requires_group_by"": false, ""include_unknown_bucket"": false, ""answer_kind"": ""scalar"", ""expected_row_count"": ""one"", ""output_dimensions"": [], ""filter_dimensions"": [], ""forbidden_output_dimensions"": []}, ""constraints"": [], ""null_policy"": [], ""ambiguities"": []}","{""passed"": true, ""constraints"": [], ""null_policy"": [], ""message"": null}",{},{},[],context,llamaindex_schema,"[""internacoes"", ""internacao_procedimento"", ""cid""]",current_structured_output,"{""query_classification"": 0.002561807632446289, ""table_discovery"": 3.065960645675659, ""schema_analysis"": 0.0012354850769042969, ""reasoning"": 3.9873228073120117, ""sql_generation"": 4.496297597885132, ""sql_validation"": 1.0468380451202393, ""sql_execution"": 0.00244140625, ""completed"": 0.7296860218048096}",{},18879,262,19141,0.002989
V0,full_pipeline,GT002,easy,Quantas mortes foram registradas?,"SELECT COUNT(*) AS total_mortes FROM internacoes WHERE ""MORTE"" = true;","SELECT COUNT(*) AS total_mortes FROM internacoes WHERE ""MORTE"" = true;",True,13.79,,ablation_20260516T210857_d3789f4e_V0_GT002,results,1,1,[[7907788]],[[7907788]],"{""gt_size"": 1, ""pred_size"": 1, ""normalized_match"": true}",,True,"{""intent"": ""count"", ""base_grain"": ""internacao"", ""metrics"": [{""name"": ""total"", ""expression_type"": ""count"", ""required_filters"": []}], ""dimensions"": [], ""filters"": [{""field"": ""desfecho"", ""values"": [""MORTE = true""], ""operator"": ""semantic""}, {""field"": ""desfecho"", ""values"": [""MORTE""], ""operator"": ""semantic""}], ""answer_shape"": {""row_grain"": ""single_scalar"", ""top_n_scope"": ""none"", ""required_dimensions"": [], ""partition_dimensions"": [], ""ranked_dimensions"": [], ""requires_group_by"": false, ""include_unknown_bucket"": false, ""answer_kind"": ""scalar"", ""expected_row_count"": ""one"", ""output_dimensions"": [], ""filter_dimensions"": [], ""forbidden_output_dimensions"": []}, ""constraints"": [], ""null_policy"": [], ""ambiguities"": []}","{""passed"": true, ""constraints"": [], ""null_policy"": [], ""message"": null}",{},{},[],context,llamaindex_schema,"[""internacoes"", ""cid""]",current_structured_output,"{""query_classification"": 0.0028035640716552734, ""table_discovery"": 2.2561287879943848, ""schema_analysis"": 0.0009760856628417969, ""reasoning"": 5.335870742797852, ""sql_generation"": 4.193836688995361, ""sql_validation"": 1.0216989517211914, ""sql_execution"": 0.03747916221618652, ""completed"": 0.8795521259307861}",{},17281,330,17611,0.00279
V0,full_pipeline,GT003,easy,Quantos procedimentos diferentes existem cadastrados?,SELECT COUNT(*) AS total_procedimentos FROM procedimentos;,SELECT COUNT(*) AS total FROM procedimentos;,True,7.4,,ablation_20260516T210857_d3789f4e_V0_GT003,results,1,1,[[5394]],[[5394]],"{""gt_size"": 1, ""pred_size"": 1, ""normalized_match"": true}",,True,"{""intent"": ""count"", ""base_grain"": ""procedimento_ocorrencia"", ""metrics"": [{""name"": ""total"", ""expression_type"": ""count"", ""required_filters"": []}], ""dimensions"": [], ""filters"": [], ""answer_shape"": {""row_grain"": ""single_scalar"", ""top_n_scope"": ""none"", ""required_dimensions"": [], ""partition_dimensions"": [], ""ranked_dimensions"": [], ""requires_group_by"": false, ""include_unknown_bucket"": false, ""answer_kind"": ""scalar"", ""expected_row_count"": ""one"", ""output_dimensions"": [], ""filter_dimensions"": [], ""forbidden_output_dimensions"": [""procedimento""]}, ""constraints"": [], ""null_policy"": [], ""ambiguities"": []}","{""passed"": true, ""constraints"": [], ""null_policy"": [], ""message"": null}",{},{},[],context,llamaindex_schema,"[""procedimentos"", ""internacao_procedimento"", ""internacoes"", ""cid""]",current_structured_output,"{""query_classification"": 0.000274658203125, ""table_discovery"": 0.5178062915802002, ""schema_analysis"": 0.0003705024719238281, ""reasoning"": 3.093679666519165, ""sql_generation"": 1.928173542022705, ""sql_validation"": 0.8363490104675293, ""sql_execution"": 0.0017328262329101562, ""completed"": 0.9724974632263184}",{},19680,299,19979,0.002863
V0,full_pipeline,GT004,easy,Quantos códigos CID-10 estão disponíveis?,SELECT COUNT(*) AS total_cids FROM cid;,"SELECT COUNT(DISTINCT ""CID"") AS cid_catalog_count FROM cid;",True,6.5,,ablation_20260516T210857_d3789f4e_V0_GT004,results,1,1,[[14253]],[[14253]],"{""gt_size"": 1, ""pred_size"": 1, ""normalized_match"": true}",,True,"{""intent"": ""count"", ""base_grain"": ""cid_catalog"", ""metrics"": [{""name"": ""cid_catalog_count"", ""expression_type"": ""count"", ""required_filters"": []}], ""dimensions"": [], ""filters"": [], ""answer_shape"": {""row_grain"": ""single_scalar"", ""top_n_scope"": ""none"", ""required_dimensions"": [], ""partition_dimensions"": [], ""ranked_dimensions"": [], ""requires_group_by"": false, ""include_unknown_bucket"": false, ""answer_kind"": ""scalar"", ""expected_row_count"": ""one"", ""output_dimensions"": [], ""filter_dimensions"": [], ""counted_entity"": ""diagnostico"", ""forbidden_output_dimensions"": [""diagnostico""]}, ""constraints"": [""catalog_cardinality_must_use_reference_table""], ""null_policy"": [], ""ambiguities"": []}","{""passed"": true, ""constraints"": [""catalog_cardinality_must_use_reference_table""], ""null_policy"": [], ""message"": null}",{},{},[],context,llamaindex_schema,"[""cid"", ""internacoes"", ""municipios""]",current_structured_output,"{""query_classification"": 0.00026345252990722656, ""table_discovery"": 0.4971930980682373, ""schema_analysis"": 0.0006399154663085938, ""reasoning"": 3.1794369220733643, ""sql_generation"": 1.5555963516235352, ""sql_validation"": 0.49016571044921875, ""sql_execution"": 0.004193782806396484, ""completed"": 0.732473611831665}",{},17640,328,17968,0.002584
V0,full_pipeline,GT005,easy,Quantos hospitais estão cadastrados?,SELECT COUNT(*) AS total_hospitais FROM hospital;,SELECT COUNT(*) FROM hospital;,True,7.15,,ablation_20260516T210857_d3789f4e_V0_GT005,results,1,1,[[6873]],[[6873]],"{""gt_size"": 1, ""pred_size"": 1, ""normalized_match"": true}",,True,"{""intent"": ""count"", ""base_grain"": ""internacao"", ""metrics"": [{""name"": ""total"", ""expression_type"": ""count"", ""required_filters"": []}], ""dimensions"": [], ""filters"": [], ""answer_shape"": {""row_grain"": ""single_scalar"", ""top_n_scope"": ""none"", ""required_dimensions"": [], ""partition_dimensions"": [], ""ranked_dimensions"": [], ""requires_group_by"": false, ""include_unknown_bucket"": false, ""answer_kind"": ""scalar"", ""expected_row_count"": ""one"", ""output_dimensions"": [], ""filter_dimensions"": [], ""counted_entity"": ""hospital"", ""forbidden_output_dimensions"": [""hospital""]}, ""constraints"": [], ""null_policy"": [], ""ambiguities"": []}","{""passed"": true, ""constraints"": [], ""null_policy"": [], ""message"": null}",{},{},[],context,llamaindex_schema,"[""internacoes"", ""hospital"", ""municipios"", ""cid""]",current_structured_output,"{""query_classification"": 0.00023818016052246094, ""table_discovery"": 0.44332098960876465, ""schema_analysis"": 0.0007662773132324219, ""reasoning"": 3.411402940750122, ""sql_generation"": 1.4620683193206787, ""sql_validation"": 0.7564983367919922, ""sql_execution"": 0.0019273757934570312, ""completed"": 1.024897813796997}",{},18657,260,18917,0.002715
V0,full_pipeline,GT006,easy,Quantos municípios têm dados socioeconômicos registrados?,"SELECT COUNT(DISTINCT ""CO_MUNICIPIO_6D"") AS total_municipios FROM socioeconomico;","SELECT COUNT(DISTINCT ""CO_MUNICIPIO_6D"") AS total_municipios FROM socioeconomico;",True,8.8,,ablation_20260516T210857_d3789f4e_V0_GT006,results,1,1,[[5570]],[[5570]],"{""gt_size"": 1, ""pred_size"": 1, ""normalized_match"": true}",,True,"{""intent"": ""count"", ""base_grain"": ""internacao"", ""metrics"": [{""name"": ""total"", ""expression_type"": ""count"", ""required_filters"": []}], ""dimensions"": [], ""filters"": [{""field"": ""socioeconomico_data"", ""values"": [""exists""], ""operator"": ""=""}], ""answer_shape"": {""row_grain"": ""single_scalar"", ""top_n_scope"": ""none"", ""required_dimensions"": [], ""partition_dimensions"": [], ""ranked_dimensions"": [], ""requires_group_by"": false, ""include_unknown_bucket"": false, ""answer_kind"": ""scalar"", ""expected_row_count"": ""one"", ""output_dimensions"": [], ""filter_dimensions"": [], ""counted_entity"": ""municipio"", ""forbidden_output_dimensions"": [""municipio""]}, ""constraints"": [], ""null_policy"": [], ""ambiguities"": []}","{""passed"": true, ""constraints"": [], ""null_policy"": [], ""message"": null}",{},{},[],context,llamaindex_schema,"[""socioeconomico"", ""municipios"", ""internacoes""]",current_structured_output,"{""query_classification"": 0.0002734661102294922, ""table_discovery"": 0.4862661361694336, ""schema_analysis"": 0.0006508827209472656, ""reasoning"": 4.641708850860596, ""sql_generation"": 1.8917932510375977, ""sql_validation"": 0.9038376808166504, ""sql_execution"": 0.0039653778076171875, ""completed"": 0.8277196884155273}",{},18759,354,19113,0.002786
V0,full_pipeline,GT007,easy,Quantos registros de internação em UTI existem?,"SELECT COUNT(*) AS total_uti FROM internacoes WHERE ""VAL_UTI"" > 0;","SELECT COUNT(*) AS total FROM internacoes WHERE ""VAL_UTI"" > 0;",True,7.66,,ablation_20260516T210857_d3789f4e_V0_GT007,results,1,1,[[12349838]],[[12349838]],"{""gt_size"": 1, ""pred_size"": 1, ""normalized_match"": true}",,True,"{""intent"": ""count"", ""base_grain"": ""internacao"", ""metrics"": [{""name"": ""total"", ""expression_type"": ""count"", ""required_filters"": []}], ""dimensions"": [], ""filters"": [{""field"": ""uti"", ""values"": [""VAL_UTI > 0""], ""operator"": ""semantic""}], ""answer_shape"": {""row_grain"": ""single_scalar"", ""top_n_scope"": ""none"", ""required_dimensions"": [], ""partition_dimensions"": [], ""ranked_dimensions"": [], ""requires_group_by"": false, ""include_unknown_bucket"": false, ""answer_kind"": ""scalar"", ""expected_row_count"": ""one"", ""output_dimensions"": [], ""filter_dimensions"": [], ""forbidden_output_dimensions"": []}, ""constraints"": [], ""null_policy"": [], ""ambiguities"": []}","{""passed"": true, ""constraints"": [], ""null_policy"": [], ""message"": null}",{},{},[],context,llamaindex_schema,"[""internacoes"", ""internacao_procedimento"", ""cid"", ""especialidade""]",current_structured_output,"{""query_classification"": 0.0003399848937988281, ""table_discovery"": 0.5201597213745117, ""schema_analysis"": 0.0005712509155273438, ""reasoning"": 3.970757246017456, ""sql_generation"": 1.750060796737671, ""sql_validation"": 0.6596460342407227, ""sql_execution"": 0.048445940017700195, ""completed"": 0.6624083518981934}",{},19132,319,19451,0.002668
V0,full_pipeline,GT008,easy,Quantos casos de VDRL positivo foram registrados?,"SELECT COUNT(*) AS total_vdrl FROM internacoes WHERE ""IND_VDRL"" = true;","SELECT COUNT(*) AS total FROM internacoes WHERE ""IND_VDRL"" = true;",True,7.08,,ablation_20260516T210857_d3789f4e_V0_GT008,results,1,1,[[28494151]],[[28494151]],"{""gt_size"": 1, ""pred_size"": 1, ""normalized_match"": true}",,True,"{""intent"": ""count"", ""base_grain"": ""internacao"", ""metrics"": [{""name"": ""total"", ""expression_type"": ""count"", ""required_filters"": []}], ""dimensions"": [], ""filters"": [], ""answer_shape"": {""row_grain"": ""single_scalar"", ""top_n_scope"": ""none"", ""required_dimensions"": [], ""partition_dimensions"": [], ""ranked_dimensions"": [], ""requires_group_by"": false, ""include_unknown_bucket"": false, ""answer_kind"": ""scalar"", ""expected_row_count"": ""one"", ""output_dimensions"": [], ""filter_dimensions"": [], ""forbidden_output_dimensions"": []}, ""constraints"": [], ""null_policy"": [], ""ambiguities"": []}","{""passed"": true, ""constraints"": [], ""null_policy"": [], ""message"": null}",{},{},[],context,llamaindex_schema,"[""cid"", ""internacoes""]",current_structured_output,"{""query_classification"": 0.0002484321594238281, ""table_discovery"": 0.4828805923461914, ""schema_analysis"": 0.0005981922149658203, ""reasoning"": 3.810985565185547, ""sql_generation"": 1.4488883018493652, ""sql_validation"": 0.6190588474273682, ""sql_execution"": 0.044733524322509766, ""completed"": 0.6304337978363037}",{},17869,306,18175,0.002557
V0,full_pipeline,GT009,easy,Quantas especialidades médicas estão cadastradas?,SELECT COUNT(*) AS total_especialidades FROM especialidade;,SELECT COUNT(*) AS total_especialidades FROM especialidade;,True,7.16,,ablation_20260516T210857_d3789f4e_V0_GT009,results,1,1,[[70]],[[70]],"{""gt_size"": 1, ""pred_size"": 1, ""normalized_match"": true}",,True,"{""intent"": ""count"", ""base_grain"": ""internacao"", ""metrics"": [{""name"": ""total"", ""expression_type"": ""count"", ""required_filters"": []}], ""dimensions"": [], ""filters"": [], ""answer_shape"": {""row_grain"": ""single_scalar"", ""top_n_scope"": ""none"", ""required_dimensions"": [], ""partition_dimensions"": [], ""ranked_dimensions"": [], ""requires_group_by"": false, ""include_unknown_bucket"": false, ""answer_kind"": ""scalar"", ""expected_row_count"": ""one"", ""output_dimensions"": [], ""filter_dimensions"": [], ""forbidden_output_dimensions"": []}, ""constraints"": [], ""null_policy"": [], ""ambiguities"": []}","{""passed"": true, ""constraints"": [], ""null_policy"": [], ""message"": null}",{},{},[],context,llamaindex_schema,"[""especialidade"", ""cid"", ""procedimentos"", ""internacoes""]",current_structured_output,"{""query_classification"": 0.0002887248992919922, ""table_discovery"": 0.44812464714050293, ""schema_analysis"": 0.0005605220794677734, ""reasoning"": 3.7610816955566406, ""sql_generation"": 1.6481211185455322, ""sql_validation"": 0.6405267715454102, ""sql_execution"": 0.0020813941955566406, ""completed"": 0.6075665950775146}",{},18040,311,18351,0.002653
V0,full_pipeline,GT010,easy,Quantos casos obstétricos foram registrados?,"SELECT COUNT(*) AS total_obstetricos FROM internacoes WHERE ""ESPEC"" = 2;","SELECT COUNT(*) AS total FROM internacoes WHERE ""ESPEC"" = 2;",True,6.93,,ablation_20260516T210857_d3789f4e_V0_GT010,results,1,1,[[34051416]],[[34051416]],"{""gt_size"": 1, ""pred_size"": 1, ""normalized_match"": true}",,True,"{""intent"": ""count"", ""base_grain"": ""internacao"", ""metrics"": [{""name"": ""total"", ""expression_type"": ""count"", ""required_filters"": []}], ""dimensions"": [], ""filters"": [{""field"": ""obstetrico"", ""values"": [""ESPEC = 2""], ""operator"": ""semantic""}], ""answer_shape"": {""row_grain"": ""single_scalar"", ""top_n_scope"": ""none"", ""required_dimensions"": [], ""partition_dimensions"": [], ""ranked_dimensions"": [], ""requires_group_by"": false, ""include_unknown_bucket"": false, ""answer_kind"": ""scalar"", ""expected_row_count"": ""one"", ""output_dimensions"": [], ""filter_dimensions"": [], ""forbidden_output_dimensions"": []}, ""constraints"": [], ""null_policy"": [], ""ambiguities"": []}","{""passed"": true, ""constraints"": [], ""null_policy"": [], ""message"": null}",{},{},[],context,llamaindex_schema,"[""contraceptivos"", ""internacoes"", ""cid""]",current_structured_output,"{""query_classification"": 0.0002772808074951172, ""table_discovery"": 0.4511899948120117, ""schema_analysis"": 0.0008120536804199219, ""reasoning"": 3.5867156982421875, ""sql_generation"": 1.4409523010253906, ""sql_validation"": 0.7715237140655518, ""sql_execution"": 0.04120278358459473, ""completed"": 0.5899357795715332}",{},15895,341,16236,0.002349
