variant_id,variant_name,id,difficulty,question,gold_sql,generated_sql,ex,elapsed_s,error,session_id,agent_result_source,gold_row_count,predicted_row_count,gold_rows_sample,predicted_rows_sample,comparison_details,critical_rule,workflow_success,semantic_plan,semantic_validation,semantic_error,semantic_repair,repair_attempts,llamaindex_mode,llamaindex_retrieval_mode,llamaindex_selected_tables,sql_generation_source,latency_by_component,flags,prompt_tokens,completion_tokens,total_tokens,total_cost_usd
V0,full_pipeline,GT001,easy,Quantas internações foram registradas no total?,SELECT COUNT(*) AS total_internacoes FROM internacoes;,SELECT COUNT(*) AS total_internacoes FROM internacoes;,True,9.35,,ablation_ablation_gt_v2_original_migrated_answerable_V0_GT001,results,1,1,[[183877219]],[[183877219]],"{""gt_size"": 1, ""pred_size"": 1, ""normalized_match"": true}",,True,"{""intent"": ""count"", ""base_grain"": ""internacao"", ""metrics"": [{""name"": ""total"", ""expression_type"": ""count"", ""required_filters"": []}], ""dimensions"": [], ""filters"": [], ""answer_shape"": {""row_grain"": ""single_scalar"", ""top_n_scope"": ""none"", ""required_dimensions"": [], ""partition_dimensions"": [], ""ranked_dimensions"": [], ""requires_group_by"": false, ""include_unknown_bucket"": false, ""answer_kind"": ""scalar"", ""expected_row_count"": ""one"", ""output_dimensions"": [], ""filter_dimensions"": [], ""forbidden_output_dimensions"": []}, ""constraints"": [], ""null_policy"": [], ""ambiguities"": []}","{""passed"": true, ""constraints"": [], ""null_policy"": [], ""message"": null}",{},{},[],,,[],current_structured_output,"{""query_classification"": 0.0020973682403564453, ""table_discovery"": 1.448462724685669, ""schema_analysis"": 0.0008330345153808594, ""reasoning"": 4.111265182495117, ""sql_generation"": 1.5782124996185303, ""sql_validation"": 0.9517366886138916, ""sql_execution"": 0.0019812583923339844, ""completed"": 1.127772331237793}",{},16098,265,16363,0.002094
V0,full_pipeline,GT002,easy,Quantas mortes foram registradas?,"SELECT COUNT(*) AS total_mortes FROM internacoes WHERE ""MORTE"" = true;","SELECT COUNT(*) AS total_mortes FROM internacoes WHERE ""MORTE"" = true;",True,10.05,,ablation_ablation_gt_v2_original_migrated_answerable_V0_GT002,results,1,1,[[7907788]],[[7907788]],"{""gt_size"": 1, ""pred_size"": 1, ""normalized_match"": true}",,True,"{""intent"": ""count"", ""base_grain"": ""internacao"", ""metrics"": [{""name"": ""total"", ""expression_type"": ""count"", ""required_filters"": []}], ""dimensions"": [], ""filters"": [{""field"": ""desfecho"", ""values"": [""MORTE = true""], ""operator"": ""semantic""}, {""field"": ""desfecho"", ""values"": [""MORTE""], ""operator"": ""semantic""}], ""answer_shape"": {""row_grain"": ""single_scalar"", ""top_n_scope"": ""none"", ""required_dimensions"": [], ""partition_dimensions"": [], ""ranked_dimensions"": [], ""requires_group_by"": false, ""include_unknown_bucket"": false, ""answer_kind"": ""scalar"", ""expected_row_count"": ""one"", ""output_dimensions"": [], ""filter_dimensions"": [], ""forbidden_output_dimensions"": []}, ""constraints"": [], ""null_policy"": [], ""ambiguities"": []}","{""passed"": true, ""constraints"": [], ""null_policy"": [], ""message"": null}",{},{},[],,,[],current_structured_output,"{""query_classification"": 0.0019042491912841797, ""table_discovery"": 1.3248062133789062, ""schema_analysis"": 0.008537530899047852, ""reasoning"": 5.2118072509765625, ""sql_generation"": 1.4575858116149902, ""sql_validation"": 1.1788315773010254, ""sql_execution"": 0.03932976722717285, ""completed"": 0.7577886581420898}",{},16158,339,16497,0.00185
V0,full_pipeline,GT003,easy,Quantos procedimentos diferentes existem cadastrados?,SELECT COUNT(*) AS total_procedimentos FROM procedimentos;,SELECT COUNT(*) AS total_procedimentos FROM procedimentos;,True,10.51,,ablation_ablation_gt_v2_original_migrated_answerable_V0_GT003,results,1,1,[[5394]],[[5394]],"{""gt_size"": 1, ""pred_size"": 1, ""normalized_match"": true}",,True,"{""intent"": ""count"", ""base_grain"": ""procedimento_ocorrencia"", ""metrics"": [{""name"": ""total"", ""expression_type"": ""count"", ""required_filters"": []}], ""dimensions"": [], ""filters"": [], ""answer_shape"": {""row_grain"": ""single_scalar"", ""top_n_scope"": ""none"", ""required_dimensions"": [], ""partition_dimensions"": [], ""ranked_dimensions"": [], ""requires_group_by"": false, ""include_unknown_bucket"": false, ""answer_kind"": ""scalar"", ""expected_row_count"": ""one"", ""output_dimensions"": [], ""filter_dimensions"": [], ""forbidden_output_dimensions"": [""procedimento""]}, ""constraints"": [], ""null_policy"": [], ""ambiguities"": []}","{""passed"": true, ""constraints"": [], ""null_policy"": [], ""message"": null}",{},{},[],,,[],current_structured_output,"{""query_classification"": 0.0002434253692626953, ""table_discovery"": 0.5883727073669434, ""schema_analysis"": 0.0070362091064453125, ""reasoning"": 4.937224626541138, ""sql_generation"": 3.270928144454956, ""sql_validation"": 0.7456393241882324, ""sql_execution"": 0.002295970916748047, ""completed"": 0.907130241394043}",{},18247,314,18561,0.002609
V0,full_pipeline,GT004,easy,Quantos códigos CID-10 estão disponíveis?,SELECT COUNT(*) AS total_cids FROM cid;,"SELECT COUNT(DISTINCT ""CID"") AS cid_catalog_count FROM cid;",True,10.02,,ablation_ablation_gt_v2_original_migrated_answerable_V0_GT004,results,1,1,[[14253]],[[14253]],"{""gt_size"": 1, ""pred_size"": 1, ""normalized_match"": true}",,True,"{""intent"": ""count"", ""base_grain"": ""cid_catalog"", ""metrics"": [{""name"": ""cid_catalog_count"", ""expression_type"": ""count"", ""required_filters"": []}], ""dimensions"": [], ""filters"": [], ""answer_shape"": {""row_grain"": ""single_scalar"", ""top_n_scope"": ""none"", ""required_dimensions"": [], ""partition_dimensions"": [], ""ranked_dimensions"": [], ""requires_group_by"": false, ""include_unknown_bucket"": false, ""answer_kind"": ""scalar"", ""expected_row_count"": ""one"", ""output_dimensions"": [], ""filter_dimensions"": [], ""counted_entity"": ""diagnostico"", ""forbidden_output_dimensions"": [""diagnostico""]}, ""constraints"": [""catalog_cardinality_must_use_reference_table""], ""null_policy"": [], ""ambiguities"": []}","{""passed"": true, ""constraints"": [""catalog_cardinality_must_use_reference_table""], ""null_policy"": [], ""message"": null}",{},{},[],,,[],current_structured_output,"{""query_classification"": 0.00026726722717285156, ""table_discovery"": 0.5660936832427979, ""schema_analysis"": 0.004667043685913086, ""reasoning"": 5.8865647315979, ""sql_generation"": 1.946364164352417, ""sql_validation"": 0.5905661582946777, ""sql_execution"": 0.003650188446044922, ""completed"": 0.9748618602752686}",{},11479,310,11789,0.001428
V0,full_pipeline,GT005,easy,Quantos hospitais estão cadastrados?,SELECT COUNT(*) AS total_hospitais FROM hospital;,"SELECT COUNT(DISTINCT ""CNES"") FROM hospital;",True,8.56,,ablation_ablation_gt_v2_original_migrated_answerable_V0_GT005,results,1,1,[[6873]],[[6873]],"{""gt_size"": 1, ""pred_size"": 1, ""normalized_match"": true}",,True,"{""intent"": ""count"", ""base_grain"": ""internacao"", ""metrics"": [{""name"": ""total"", ""expression_type"": ""count"", ""required_filters"": []}], ""dimensions"": [], ""filters"": [], ""answer_shape"": {""row_grain"": ""single_scalar"", ""top_n_scope"": ""none"", ""required_dimensions"": [], ""partition_dimensions"": [], ""ranked_dimensions"": [], ""requires_group_by"": false, ""include_unknown_bucket"": false, ""answer_kind"": ""scalar"", ""expected_row_count"": ""one"", ""output_dimensions"": [], ""filter_dimensions"": [], ""counted_entity"": ""hospital"", ""forbidden_output_dimensions"": [""hospital""]}, ""constraints"": [], ""null_policy"": [], ""ambiguities"": []}","{""passed"": true, ""constraints"": [], ""null_policy"": [], ""message"": null}",{},{},[],,,[],current_structured_output,"{""query_classification"": 0.0003330707550048828, ""table_discovery"": 0.5702700614929199, ""schema_analysis"": 0.008543252944946289, ""reasoning"": 4.857538461685181, ""sql_generation"": 1.3867559432983398, ""sql_validation"": 0.6612930297851562, ""sql_execution"": 0.0032727718353271484, ""completed"": 1.0193872451782227}",{},11744,283,12027,0.001432
V0,full_pipeline,GT006,easy,Quantos municípios têm dados socioeconômicos registrados?,"SELECT COUNT(DISTINCT ""CO_MUNICIPIO_6D"") AS total_municipios FROM socioeconomico;","SELECT COUNT(DISTINCT ""CO_MUNICIPIO_6D"") AS total_municipios FROM socioeconomico;",True,8.81,,ablation_ablation_gt_v2_original_migrated_answerable_V0_GT006,results,1,1,[[5570]],[[5570]],"{""gt_size"": 1, ""pred_size"": 1, ""normalized_match"": true}",,True,"{""intent"": ""count"", ""base_grain"": ""internacao"", ""metrics"": [{""name"": ""total"", ""expression_type"": ""count"", ""required_filters"": []}], ""dimensions"": [], ""filters"": [], ""answer_shape"": {""row_grain"": ""single_scalar"", ""top_n_scope"": ""none"", ""required_dimensions"": [], ""partition_dimensions"": [], ""ranked_dimensions"": [], ""requires_group_by"": false, ""include_unknown_bucket"": false, ""answer_kind"": ""scalar"", ""expected_row_count"": ""one"", ""output_dimensions"": [], ""filter_dimensions"": [], ""counted_entity"": ""municipio"", ""forbidden_output_dimensions"": [""municipio""]}, ""constraints"": [], ""null_policy"": [], ""ambiguities"": []}","{""passed"": true, ""constraints"": [], ""null_policy"": [], ""message"": null}",{},{},[],,,[],current_structured_output,"{""query_classification"": 0.0003542900085449219, ""table_discovery"": 0.5576572418212891, ""schema_analysis"": 0.00892019271850586, ""reasoning"": 4.861590623855591, ""sql_generation"": 1.5444960594177246, ""sql_validation"": 0.7950031757354736, ""sql_execution"": 0.0043184757232666016, ""completed"": 0.9913556575775146}",{},12939,322,13261,0.001654
V0,full_pipeline,GT007,easy,Quantos registros de internação em UTI existem?,"SELECT COUNT(*) AS total_uti FROM internacoes WHERE ""VAL_UTI"" > 0;","SELECT COUNT(*) AS total FROM internacoes WHERE ""VAL_UTI"" > 0;",True,9.21,,ablation_ablation_gt_v2_original_migrated_answerable_V0_GT007,results,1,1,[[12349838]],[[12349838]],"{""gt_size"": 1, ""pred_size"": 1, ""normalized_match"": true}",,True,"{""intent"": ""count"", ""base_grain"": ""internacao"", ""metrics"": [{""name"": ""total"", ""expression_type"": ""count"", ""required_filters"": []}], ""dimensions"": [], ""filters"": [{""field"": ""uti"", ""values"": [""VAL_UTI > 0""], ""operator"": ""semantic""}], ""answer_shape"": {""row_grain"": ""single_scalar"", ""top_n_scope"": ""none"", ""required_dimensions"": [], ""partition_dimensions"": [], ""ranked_dimensions"": [], ""requires_group_by"": false, ""include_unknown_bucket"": false, ""answer_kind"": ""scalar"", ""expected_row_count"": ""one"", ""output_dimensions"": [], ""filter_dimensions"": [], ""forbidden_output_dimensions"": []}, ""constraints"": [], ""null_policy"": [], ""ambiguities"": []}","{""passed"": true, ""constraints"": [], ""null_policy"": [], ""message"": null}",{},{},[],,,[],current_structured_output,"{""query_classification"": 0.0002593994140625, ""table_discovery"": 0.5711669921875, ""schema_analysis"": 0.00542759895324707, ""reasoning"": 4.932281494140625, ""sql_generation"": 1.4032320976257324, ""sql_validation"": 0.7067267894744873, ""sql_execution"": 0.04848051071166992, ""completed"": 1.491344928741455}",{},16923,343,17266,0.002197
V0,full_pipeline,GT008,easy,Quantos casos de VDRL positivo foram registrados?,"SELECT COUNT(*) AS total_vdrl FROM internacoes WHERE ""IND_VDRL"" = true;","SELECT COUNT(*) AS total FROM internacoes WHERE ""IND_VDRL"" = true;",True,8.81,,ablation_ablation_gt_v2_original_migrated_answerable_V0_GT008,results,1,1,[[28494151]],[[28494151]],"{""gt_size"": 1, ""pred_size"": 1, ""normalized_match"": true}",,True,"{""intent"": ""count"", ""base_grain"": ""internacao"", ""metrics"": [{""name"": ""total"", ""expression_type"": ""count"", ""required_filters"": []}], ""dimensions"": [], ""filters"": [], ""answer_shape"": {""row_grain"": ""single_scalar"", ""top_n_scope"": ""none"", ""required_dimensions"": [], ""partition_dimensions"": [], ""ranked_dimensions"": [], ""requires_group_by"": false, ""include_unknown_bucket"": false, ""answer_kind"": ""scalar"", ""expected_row_count"": ""one"", ""output_dimensions"": [], ""filter_dimensions"": [], ""forbidden_output_dimensions"": []}, ""constraints"": [], ""null_policy"": [], ""ambiguities"": []}","{""passed"": true, ""constraints"": [], ""null_policy"": [], ""message"": null}",{},{},[],,,[],current_structured_output,"{""query_classification"": 0.0002465248107910156, ""table_discovery"": 0.4627869129180908, ""schema_analysis"": 0.0061986446380615234, ""reasoning"": 4.537858724594116, ""sql_generation"": 1.4066970348358154, ""sql_validation"": 1.0331244468688965, ""sql_execution"": 0.04308772087097168, ""completed"": 1.2814643383026123}",{},17913,323,18236,0.00171
V0,full_pipeline,GT009,easy,Quantas especialidades médicas estão cadastradas?,SELECT COUNT(*) AS total_especialidades FROM especialidade;,SELECT COUNT(*) AS total_especialidades FROM especialidade;,True,7.94,,ablation_ablation_gt_v2_original_migrated_answerable_V0_GT009,results,1,1,[[70]],[[70]],"{""gt_size"": 1, ""pred_size"": 1, ""normalized_match"": true}",,True,"{""intent"": ""count"", ""base_grain"": ""internacao"", ""metrics"": [{""name"": ""total"", ""expression_type"": ""count"", ""required_filters"": []}], ""dimensions"": [], ""filters"": [], ""answer_shape"": {""row_grain"": ""single_scalar"", ""top_n_scope"": ""none"", ""required_dimensions"": [], ""partition_dimensions"": [], ""ranked_dimensions"": [], ""requires_group_by"": false, ""include_unknown_bucket"": false, ""answer_kind"": ""scalar"", ""expected_row_count"": ""one"", ""output_dimensions"": [], ""filter_dimensions"": [], ""forbidden_output_dimensions"": []}, ""constraints"": [], ""null_policy"": [], ""ambiguities"": []}","{""passed"": true, ""constraints"": [], ""null_policy"": [], ""message"": null}",{},{},[],,,[],current_structured_output,"{""query_classification"": 0.000240325927734375, ""table_discovery"": 0.580186128616333, ""schema_analysis"": 0.004225969314575195, ""reasoning"": 4.50717306137085, ""sql_generation"": 1.3200342655181885, ""sql_validation"": 0.8560714721679688, ""sql_execution"": 0.0015630722045898438, ""completed"": 0.6319842338562012}",{},10642,279,10921,0.001264
V0,full_pipeline,GT010,easy,Quantos casos obstétricos foram registrados?,"SELECT COUNT(*) AS total_obstetricos FROM internacoes WHERE ""ESPEC"" = 2;","SELECT COUNT(*) AS total FROM internacoes WHERE ""ESPEC"" = 2;",True,8.97,,ablation_ablation_gt_v2_original_migrated_answerable_V0_GT010,results,1,1,[[34051416]],[[34051416]],"{""gt_size"": 1, ""pred_size"": 1, ""normalized_match"": true}",,True,"{""intent"": ""count"", ""base_grain"": ""internacao"", ""metrics"": [{""name"": ""total"", ""expression_type"": ""count"", ""required_filters"": []}], ""dimensions"": [], ""filters"": [{""field"": ""obstetrico"", ""values"": [""ESPEC = 2""], ""operator"": ""semantic""}], ""answer_shape"": {""row_grain"": ""single_scalar"", ""top_n_scope"": ""none"", ""required_dimensions"": [], ""partition_dimensions"": [], ""ranked_dimensions"": [], ""requires_group_by"": false, ""include_unknown_bucket"": false, ""answer_kind"": ""scalar"", ""expected_row_count"": ""one"", ""output_dimensions"": [], ""filter_dimensions"": [], ""forbidden_output_dimensions"": []}, ""constraints"": [], ""null_policy"": [], ""ambiguities"": []}","{""passed"": true, ""constraints"": [], ""null_policy"": [], ""message"": null}",{},{},[],,,[],current_structured_output,"{""query_classification"": 0.00028061866760253906, ""table_discovery"": 0.4294145107269287, ""schema_analysis"": 0.0006608963012695312, ""reasoning"": 5.270963668823242, ""sql_generation"": 1.3844356536865234, ""sql_validation"": 1.1914489269256592, ""sql_execution"": 0.039887428283691406, ""completed"": 0.6045801639556885}",{},16146,327,16473,0.0016
